"word","freq"
"brink",1.392
"saving",1.389
"stealing",1.389
"constellation",1.387
"edge",1.387
"barrel",1.386
"kitchen",1.382
"sly",1.382
"butterfly",1.38
"rising",1.38
"forsaken",1.378
"stake",1.378
"stevie",1.374
"catch",1.374
"saying",1.374
"cow",1.371
"goin'",1.371
"martian",1.37
"woods",1.369
"refuse",1.368
"horse",1.362
"detectives",1.362
"giver",1.358
"magic",1.354
"media",1.354
"resist",1.353
"sleigh",1.352
"emptiness",1.352
"mexico",1.35
"bara",1.346
"eh",1.346
"mala",1.346
"kings",1.346
"hippie",1.346
"seem",1.346
"creature",1.344
"weird",1.343
"foot",1.343
"cough",1.342
"throne",1.338
"scripture",1.334
"wrist",1.334
"situation",1.334
"straddle",1.334
"takes",1.331
"working",1.33
"celebrity",1.327
"cobain",1.327
"destruction",1.327
"earthquakes",1.327
"elation",1.327
"frontier",1.327
"leads",1.327
"location",1.327
"praise",1.327
"sells",1.327
"settles",1.327
"spheres",1.327
"spies",1.327
"sweden",1.327
"teenage",1.327
"tidal",1.327
"vacation",1.327
"vibration",1.327
"waging",1.327
"seldom",1.327
"mood",1.326
"complete",1.325
"outer",1.321
"fox",1.319
"mass",1.318
"job",1.315
"singin'",1.315
"confused",1.311
"display",1.309
"represent",1.305
"machine",1.303
"lucky",1.298
"pappa",1.298
"square",1.293
"harder",1.293
"notes",1.293
"image",1.29
"radio",1.288
"thumb",1.287
"cards",1.286
"remind",1.286
"front",1.286
"devotion",1.286
"rings",1.285
"nah",1.284
"fat",1.281
"fallin'",1.281
"swinging",1.28
"affair",1.28
"scary",1.276
"across",1.275
"darla",1.273
"dracula",1.273
"unspoken",1.273
"yesterday",1.272
"vision",1.271
"bop",1.27
"icing",1.267
"sparkles",1.267
"usalet's",1.267
"yellow",1.267
"hid",1.265
"onchorus",1.265
"ship",1.263
"loneliness",1.263
"alonglike",1.262
"yeahlike",1.262
"insanity",1.259
"whatcha",1.258
"lone",1.258
"brains",1.257
"ooo",1.257
"felt",1.254
"trying",1.253
"bank",1.25
"pages",1.247
"girl's",1.247
"cuss",1.246
"mercy",1.245
"mystic",1.245
"hurry",1.245
"oah",1.244
"dosed",1.242
"class",1.24
"jumping",1.239
"sweetest",1.239
"kissing",1.238
"spirit",1.238
"master",1.233
"wiser",1.232
"lakers",1.232
"ridin'",1.232
"c",1.232
"burpin'",1.232
"pressure",1.231
"eighties",1.23
"juice",1.23
"affectionate",1.229
"stayed",1.229
"todayi",1.229
"solo",1.227
"fighting",1.226
"lin",1.226
"shao",1.226
"mouthing",1.226
"paint",1.224
"flowers",1.223
"compare",1.222
"key",1.222
"pumpin'",1.22
"gunnin'",1.22
"barbecue",1.22
"brow",1.216
"someone's",1.216
"remorse",1.215
"bitch",1.214
"drifting",1.213
"toes",1.212
"slip",1.212
"uniform",1.211
"fortitude",1.21
"cum",1.206
"adores",1.206
"fantasy",1.206
"magazine",1.205
"cries",1.203
"grip",1.198
"painted",1.198
"desperate",1.195
"believin'",1.189
"chromosome",1.189
"horses",1.187
"valley",1.187
"create",1.183
"skies",1.181
"sweep",1.181
"tune",1.18
"friendly",1.179
"house",1.175
"fade",1.174
"sell",1.173
"coyotes",1.172
"whip",1.171
"tie",1.17
"bunch",1.17
"beats",1.17
"promise",1.168
"bath",1.167
"children",1.166
"torch",1.165
"eleven",1.165
"should've",1.165
"recreate",1.165
"speaks",1.164
"namah",1.164
"banana",1.164
"loco",1.164
"mambo",1.164
"tops",1.163
"confusion",1.16
"tail",1.16
"scene",1.157
"generation",1.154
"within",1.154
"boot",1.151
"thinking",1.151
"invention",1.15
"relief",1.149
"map",1.147
"bowl",1.146
"pumpkin",1.143
"cell",1.143
"guessing",1.142
"receding",1.142
"mend",1.142
"plain",1.141
"collision",1.14
"urge",1.137
"'till",1.134
"beware",1.134
"chicka",1.134
"cumin'",1.134
"peep",1.134
"stun",1.134
"lows",1.13
"jaw",1.129
"southern",1.129
"cares",1.129
"tunes",1.128
"shoot",1.128
"stage",1.127
"several",1.126
"sherry",1.126
"funkiest",1.126
"dawn",1.125
"modern",1.125
"fix",1.124
"overrated",1.122
"fully",1.122
"crotch",1.122
"riding",1.12
"huckleberry",1.117
"rust",1.116
"id",1.116
"cross",1.116
"falls",1.116
"acre",1.114
"quaker",1.114
"entertain",1.113
"everyone's",1.112
"crumb",1.109
"smiled",1.108
"bin",1.108
"bloom",1.105
"suitcase",1.104
"bet",1.102
"car",1.102
"solid",1.102
"rare",1.102
"neck",1.101
"major",1.1
"rainbow",1.097
"sights",1.096
"teacher",1.096
"chief",1.094
"public",1.094
"worlds",1.093
"kissed",1.092
"games",1.092
"letter",1.091
"treat",1.091
"sentimental",1.091
"service",1.09
"park",1.079
"strife",1.078
"motherfuckin'",1.076
"sailors",1.076
"wasted",1.075
"butt",1.075
"wine",1.074
"rye",1.073
"person",1.071
"bebop",1.07
"ticktock",1.069
"surf",1.069
"twilight",1.067
"contagious",1.067
"eenee",1.067
"kooma",1.067
"lata",1.067
"sala",1.067
"desire",1.066
"killer",1.059
"leaving",1.059
"disease",1.058
"meets",1.058
"lock",1.057
"swollen",1.052
"scared",1.052
"disappear",1.051
"gravity",1.051
"overcoming",1.051
"fare",1.048
"bubble",1.048
"apart",1.046
"noise",1.046
"toll",1.044
"bottle",1.043
"treasure",1.036
"rip",1.036
"pieces",1.034
"drivin'",1.034
"paisley",1.034
"threw",1.034
"junkie",1.033
"choke",1.032
"astray",1.032
"thats",1.031
"diamond",1.03
"stumble",1.029
