"word","freq"
"killing",6.806
"goes",6.797
"lil'",6.795
"couches",6.792
"also",6.771
"dawg",6.762
"liquor",6.752
"ii",6.739
"happy",6.734
"foreign",6.722
"",6.707
"playing",6.706
"figure",6.703
"grammy",6.69
"cards",6.686
"count",6.686
"300",6.677
"thou",6.666
"probably",6.663
"dilla",6.657
"finger",6.649
"ththat",6.638
"wronger",6.638
"motherfuckers",6.62
"arms",6.604
"belong",6.582
"women",6.575
"fame",6.552
"sunny",6.543
"crash",6.534
"mom",6.533
"movie",6.525
"fur",6.518
"chitown",6.502
"scream",6.486
"promised",6.448
"jumpman",6.436
"jackson",6.435
"neck",6.433
"rose",6.424
"bittersweet",6.419
"sight",6.413
"yo'",6.409
"together",6.401
"jeans",6.401
"type",6.391
"trip",6.381
"angel",6.372
"feelings",6.366
"thinking",6.348
"lonely",6.348
"models",6.338
"chains",6.335
"shorty",6.334
"changed",6.332
"twista",6.326
"appreciate",6.319
"clap",6.318
"candy",6.318
"worth",6.306
"thinkin'",6.306
"dark",6.3
"signed",6.28
"tall",6.275
"wall",6.256
"driving",6.251
"suck",6.232
"scared",6.223
"picked",6.222
"definitely",6.219
"kind",6.212
"common",6.206
"ahead",6.186
"reach",6.183
"grave",6.181
"shout",6.17
"round",6.151
"dropped",6.143
"bone",6.127
"rapper",6.123
"fresher",6.112
"tears",6.111
"dj",6.108
"pulled",6.102
"loud",6.095
"talkin",6.095
"welcome",6.091
"moon",6.083
"tryin",6.074
"bread",6.071
"ones",6.07
"embarrass",6.041
"birthday",6.033
"idea",6.022
"fucked",6.003
"jail",6
"shut",5.967
"looked",5.947
"cops",5.94
"id",5.927
"profit",5.908
"atlanta",5.899
"lay",5.889
"admit",5.866
"hustle",5.865
"snitch",5.83
"problems",5.83
"rare",5.827
"tour",5.825
"charm",5.818
"taught",5.809
"puff",5.806
"25",5.8
"window",5.773
"parents",5.773
"jordan",5.762
"holding",5.76
"twice",5.759
"b",5.752
"boyfriend",5.718
"virgin",5.718
"kanye's",5.713
"sayin",5.706
"lean",5.703
"makes",5.701
"oj",5.699
"answers",5.698
"50",5.694
"headed",5.687
"takes",5.687
"killed",5.685
"hour",5.685
"fat",5.681
"coke",5.671
"push",5.662
"lock",5.657
"'member",5.651
"+",5.649
"model",5.636
"polo",5.622
"reign",5.601
"bit",5.598
"rest",5.597
"messed",5.59
"&",5.575
"drivin'",5.564
